mol_id,chembl_id,exp_ic50_nM,exp_pIC50,pred_IC50_uM,pred_pIC50,p_bind
mol_0311,CHEMBL454645,14.0,7.85,0.002432434555312745,8.613958835601807,0.940777063369751
mol_0312,CHEMBL5592661,14.0,7.85,5.4441784253325255e-05,10.264067649841309,0.9914935827255249
mol_0313,CHEMBL6026840,14.0,7.85,0.00037803109393944224,9.422472476959229,0.8272826671600342
mol_0314,CHEMBL391229,14.0,7.85,0.002672619318355328,8.573062896728516,0.8574734926223755
mol_0315,CHEMBL6004741,14.0,7.85,0.0005817241611850424,9.235282897949219,0.7931457757949829
mol_0316,CHEMBL515854,14.0,7.85,0.013286021965789206,7.876605033874512,0.896981954574585
mol_0317,CHEMBL5574741,14.0,7.85,0.0005050871033657571,9.29663372039795,0.9750076532363892
mol_0318,CHEMBL424696,14.0,7.85,0.024522540916281997,7.610434532165527,0.7915365099906921
mol_0319,CHEMBL83369,14.0,7.85,0.02745729568521145,7.561342239379883,0.6943919658660889
mol_0320,CHEMBL5971879,14.5,7.84,0.00047643775787645275,9.321993827819824,0.8461307883262634
mol_0321,CHEMBL5964675,14.3,7.84,0.0007483692665228789,9.125884056091309,0.7803803086280823
mol_0322,CHEMBL5903034,14.5,7.84,0.0006575586771470169,9.182065486907959,0.7293113470077515
mol_0323,CHEMBL4438497,14.5,7.84,0.0004771947738504691,9.321304321289062,0.7001814842224121
mol_0324,CHEMBL5830076,14.3,7.84,0.0012636835063808399,8.898361682891846,0.7452168464660645
mol_0325,CHEMBL5897984,14.3,7.84,0.0007425025938627472,9.129302024841309,0.7329634428024292
mol_0326,CHEMBL4206061,14.8,7.83,0.0006047928862072124,9.218393325805664,0.8320091962814331
mol_0327,CHEMBL5941698,14.8,7.83,0.0011952319195200319,8.922547817230225,0.6953896284103394
mol_0328,CHEMBL1800464,15.0,7.82,12.168402570014871,4.914766430854797,0.1210496723651886
mol_0329,CHEMBL5865665,15.0,7.82,0.0013777204661167197,8.860838890075684,0.7077195644378662
mol_0331,CHEMBL310529,15.0,7.82,0.05986987180824816,7.22279167175293,0.6669051647186279
mol_0332,CHEMBL5755607,15.0,7.82,0.0005907980802937143,9.22856092453003,0.7843205332756042
mol_0334,CHEMBL6163941,15.0,7.82,6.624690019017126,5.178834438323975,0.10937715321779251
mol_0335,CHEMBL6031262,15.0,7.82,0.0011353830401763705,8.944857597351074,0.7058960199356079
mol_0336,CHEMBL50894,15.0,7.82,6.291610733004677,5.20123815536499,0.5289502143859863
mol_0337,CHEMBL455194,15.0,7.82,0.0025200942217311227,8.598583221435547,0.9242497682571411
mol_0338,CHEMBL264406,15.0,7.82,7.989499680182815,5.097480416297913,0.23067457973957062
mol_0339,CHEMBL485619,15.0,7.82,0.009905519697604042,8.004122734069824,0.8940025568008423
mol_0340,CHEMBL1081295,15.4,7.81,0.023418408678545347,7.6304426193237305,0.29622480273246765
mol_0341,CHEMBL5813772,15.5,7.81,0.0005778841997077859,9.2381591796875,0.8435453176498413
mol_0342,CHEMBL3648126,16.0,7.8,0.004516547831809411,8.34519338607788,0.8927791714668274
mol_0343,CHEMBL2158857,16.0,7.8,0.004446774054412443,8.351954936981201,0.8769751787185669
mol_0344,CHEMBL255932,16.0,7.8,0.03280900942443011,7.484006881713867,0.8618175983428955
mol_0345,CHEMBL3298414,16.0,7.8,0.04989173012115079,7.301971435546875,0.601061224937439
mol_0346,CHEMBL4648005,15.7,7.8,0.0010749748319168642,8.968601703643799,0.8873268961906433
mol_0347,CHEMBL307808,16.0,7.8,0.0006849133984607417,9.164364337921143,0.9148832559585571
mol_0348,CHEMBL361833,16.0,7.8,0.002357148437583202,8.627613067626953,0.8464933037757874
mol_0349,CHEMBL478241,16.0,7.8,0.016834495417695265,7.773799896240234,0.7925504446029663
mol_0350,CHEMBL5280635,16.0,7.8,0.2929940924058676,6.533141136169434,0.1313016265630722
mol_0351,CHEMBL523735,16.0,7.8,0.0012624173795375197,8.898797035217285,0.9388805627822876
mol_0352,CHEMBL3648127,16.0,7.8,0.0019849475820029037,8.702250957489014,0.9142365455627441
mol_0353,CHEMBL272389,16.0,7.8,0.005032736135237068,8.298195838928223,0.8780773878097534
mol_0354,CHEMBL4542247,16.3,7.79,0.0005647817382939065,9.248119354248047,0.7326958179473877
mol_0355,CHEMBL4463172,16.3,7.79,0.0014827264638879408,8.828938961029053,0.6661728620529175
mol_0356,CHEMBL5869281,16.3,7.79,0.0008257700929944316,9.083140850067139,0.7703237533569336
mol_0357,CHEMBL4550287,16.3,7.79,0.0006031761282004767,9.219555854797363,0.6332851648330688
mol_0358,CHEMBL5964401,16.5,7.78,0.0013132117810407832,8.881665229797363,0.7413715720176697
mol_0359,CHEMBL1080911,17.0,7.77,0.06094664163273386,7.215050220489502,0.21887396275997162
mol_0360,CHEMBL5198461,17.0,7.77,0.018499193123300017,7.732847213745117,0.7228730916976929
mol_0361,CHEMBL515311,17.0,7.77,0.011294349265234488,7.947138786315918,0.8102810382843018
mol_0362,CHEMBL180814,17.0,7.77,0.026020499431349212,7.584684371948242,0.8194808959960938
mol_0363,CHEMBL192042,17.0,7.77,0.34435460993557077,6.46299409866333,0.6322669386863708
mol_0364,CHEMBL477786,17.0,7.77,0.005491147682747111,8.260336875915527,0.849216878414154
mol_0365,CHEMBL509012,17.0,7.77,0.004815231678860069,8.3173828125,0.8801679611206055
mol_0366,CHEMBL1080893,17.0,7.77,0.01726884147077432,7.762736797332764,0.4274348020553589
mol_0367,CHEMBL5836990,17.0,7.77,0.0011094807269970963,8.954880237579346,0.8145512342453003
mol_0368,CHEMBL409868,17.0,7.77,0.0044938433707444065,8.347382068634033,0.9088048934936523
mol_0369,CHEMBL487066,17.0,7.77,0.0530196382143875,7.2755632400512695,0.7944318056106567
mol_0370,CHEMBL563641,17.0,7.77,0.10199609521310003,6.9914164543151855,0.7926219701766968
mol_0371,CHEMBL4462493,17.4,7.76,0.0016646521274362833,8.778676509857178,0.7212496399879456
mol_0372,CHEMBL103382,17.4,7.76,0.0068063063299031,8.167088508605957,0.9053652286529541
mol_0373,CHEMBL5956134,18.0,7.75,0.0006367799938227989,9.19601058959961,0.7483692169189453
mol_0374,CHEMBL451462,18.0,7.75,0.0033799936324264528,8.471084117889404,0.9148825407028198
mol_0375,CHEMBL3648103,18.0,7.75,0.0004881334298156286,9.311461448669434,0.9489923715591431
mol_0376,CHEMBL83775,18.0,7.75,0.2525316724884064,6.597684144973755,0.7399442195892334
mol_0377,CHEMBL442186,18.0,7.75,0.14953445360559706,6.825258731842041,0.5498933792114258
mol_0378,CHEMBL5748748,17.6,7.75,0.00021297616063406448,9.671669006347656,0.8840973377227783
mol_0379,CHEMBL79364,18.0,7.75,0.01710457687201891,7.766887664794922,0.778274416923523
mol_0380,CHEMBL5873158,18.5,7.73,0.0007053232419506162,9.151611804962158,0.8257744312286377
mol_0381,CHEMBL5758951,18.5,7.73,0.0004882191893592625,9.311385154724121,0.6893761157989502
mol_0382,CHEMBL5189978,19.0,7.72,0.01020758614463575,7.991076946258545,0.6771785020828247
mol_0384,CHEMBL457177,19.0,7.72,0.006221501993229325,8.206104755401611,0.8972175717353821
mol_0385,CHEMBL3648092,19.0,7.72,0.001181203575239917,8.927675247192383,0.8728845119476318
mol_0386,CHEMBL562104,19.0,7.72,0.32128418133115266,6.493110656738281,0.7004949450492859
mol_0387,CHEMBL1080913,19.0,7.72,0.011332570816568344,7.945671558380127,0.4032041132450104
mol_0388,CHEMBL4438059,19.2,7.72,0.006919603583339317,8.159918785095215,0.541538655757904
mol_0389,CHEMBL457979,19.0,7.72,0.007950918977597138,8.09958267211914,0.9224576950073242
mol_0390,CHEMBL2158845,19.0,7.72,0.014426250246533712,7.840846538543701,0.8160789608955383
mol_0391,CHEMBL401377,20.0,7.7,0.007181670748931562,8.143774509429932,0.880055844783783
mol_0392,CHEMBL6144593,20.1,7.7,9.765875096053179,5.010288834571838,0.06963466107845306
mol_0393,CHEMBL452602,20.0,7.7,0.0028579598150713626,8.543943881988525,0.9244959950447083
mol_0394,CHEMBL255263,20.0,7.7,0.24102360289265473,6.617940425872803,0.7833044528961182
mol_0395,CHEMBL191834,20.0,7.7,0.8845453897381628,6.053279876708984,0.6562447547912598
mol_0396,CHEMBL496567,20.0,7.7,0.003615921187129494,8.441781044006348,0.9619737267494202
mol_0397,CHEMBL3648071,20.0,7.7,0.0007114497667657371,9.147855758666992,0.9431070685386658
mol_0398,CHEMBL297570,20.0,7.7,0.004461905799903421,8.35047960281372,0.9042726755142212
mol_0399,CHEMBL5176691,20.0,7.7,0.0099570197331529,8.00187063217163,0.6916218996047974
mol_0400,CHEMBL603097,20.0,7.7,20.958047142432395,4.678649187088013,0.2616187334060669
mol_0401,CHEMBL3421973,20.0,7.7,0.0018403652413033172,8.735095977783203,0.8289220333099365
mol_0402,CHEMBL5908734,19.9,7.7,0.0011255984731883572,8.94861650466919,0.7823283672332764
mol_0403,CHEMBL5933703,20.0,7.7,0.0014497099138930604,8.838718891143799,0.6975864171981812
mol_0404,CHEMBL254367,20.0,7.7,0.0635113289244819,7.19714879989624,0.7546794414520264
mol_0405,CHEMBL5899535,20.4,7.69,0.0004460500012494028,9.350616455078125,0.7524915933609009
mol_0406,CHEMBL5939038,20.4,7.69,0.0013428335826968915,8.871977806091309,0.7450166940689087
mol_0407,CHEMBL5791509,20.4,7.69,0.002242139905412009,8.64933729171753,0.6420400142669678
mol_0408,CHEMBL2158855,21.0,7.68,0.01750062005772427,7.756946563720703,0.8255943059921265
mol_0409,CHEMBL3644019,21.0,7.68,0.0019921110535270196,8.70068645477295,0.9220494627952576
mol_0410,CHEMBL5938059,20.8,7.68,0.0005754655135321775,9.239980697631836,0.7949409484863281
mol_0411,CHEMBL3644022,21.0,7.68,0.001036973299991473,8.984232425689697,0.9325054883956909
mol_0415,CHEMBL1800449,21.0,7.68,71.36873443865984,4.146492004394531,0.35447877645492554
mol_0416,CHEMBL5981008,21.0,7.68,0.00047890430090316615,9.319751262664795,0.7807841300964355
mol_0417,CHEMBL5571022,21.0,7.68,0.01083279308858704,7.965259552001953,0.827054500579834
mol_0418,CHEMBL3642648,21.0,7.68,0.004583529665556172,8.338799953460693,0.9255966544151306
mol_0419,CHEMBL5172816,21.0,7.68,0.01546120422170154,7.810756683349609,0.6654326319694519
mol_0420,CHEMBL4213756,21.5,7.67,0.0013709377235359198,8.862982273101807,0.720454216003418
mol_0421,CHEMBL2035044,22.0,7.66,0.005886277295165414,8.230159282684326,0.9037495851516724
mol_0422,CHEMBL412097,22.0,7.66,0.09746639096847358,7.011145114898682,0.6529044508934021
mol_0423,CHEMBL254170,22.0,7.66,0.14010076476995179,6.853559494018555,0.7951923608779907
mol_0424,CHEMBL1207227,22.0,7.66,8.276842294182757,5.082135319709778,0.22026768326759338
mol_0425,CHEMBL4207796,22.5,7.65,0.0010868879846910946,8.963815212249756,0.7561314105987549
mol_0426,CHEMBL5399420,23.03,7.64,0.09190766371854504,7.036648273468018,0.867723822593689
mol_0427,CHEMBL2158858,23.0,7.64,0.03067014248573378,7.513284206390381,0.7324689030647278
mol_0428,CHEMBL309767,23.0,7.64,0.09335295278622376,7.029871940612793,0.5843115448951721
mol_0429,CHEMBL3357951,23.0,7.64,0.16434722551480943,6.784237623214722,0.34184974431991577
mol_0430,CHEMBL4753350,22.9,7.64,0.033669336203919396,7.4727654457092285,0.44584178924560547
mol_0431,CHEMBL6168381,23.0,7.64,1.9037886796562533,5.720381259918213,0.1318819522857666
mol_0432,CHEMBL5281464,23.0,7.64,0.2888331962241636,6.539352893829346,0.10257101058959961
mol_0433,CHEMBL514913,23.0,7.64,0.004600480276082948,8.337196826934814,0.9261434078216553
mol_0434,CHEMBL5858311,22.9,7.64,0.023372582595145207,7.631293296813965,0.4695764482021332
mol_0435,CHEMBL5775091,23.6,7.63,0.0004044194436820059,9.393167972564697,0.7246643304824829
mol_0436,CHEMBL103285,23.4,7.63,0.02280541336768372,7.641962051391602,0.8234415650367737
mol_0437,CHEMBL4753717,23.3,7.63,0.00022890882325286572,9.640337467193604,0.940352201461792
mol_0438,CHEMBL5289560,24.0,7.62,0.05089510401992578,7.293323993682861,0.1681416928768158
mol_0439,CHEMBL1081628,24.0,7.62,0.01627675695835407,7.7884321212768555,0.342964768409729
mol_0440,CHEMBL560818,24.0,7.62,0.10357170986873337,6.9847588539123535,0.8008395433425903
mol_0441,CHEMBL255463,24.0,7.62,0.12112773839323296,6.9167563915252686,0.7336084842681885
mol_0442,CHEMBL6013826,23.8,7.62,0.0012455009600121569,8.904655933380127,0.6854345798492432
mol_0443,CHEMBL3648124,24.0,7.62,0.000582090895572031,9.23500919342041,0.9464865326881409
mol_0444,CHEMBL3642646,24.0,7.62,0.002430592462379634,8.614287853240967,0.9184045791625977
mol_0445,CHEMBL476518,24.0,7.62,0.03616806634529893,7.441674709320068,0.839651346206665
mol_0446,CHEMBL5895271,24.6,7.61,0.0013225331150067993,8.878593444824219,0.8845765590667725
mol_0447,CHEMBL5765852,24.7,7.61,0.000556608300856671,9.25445032119751,0.651106059551239
mol_0448,CHEMBL319685,24.5,7.61,0.03225176635590392,7.491446495056152,0.9017718434333801
mol_0449,CHEMBL3823659,25.0,7.6,0.018210909272671473,7.739668369293213,0.6874526739120483
mol_0450,CHEMBL485431,25.0,7.6,0.006600324626812132,8.180434703826904,0.9262848496437073
mol_0451,CHEMBL1761791,25.0,7.6,0.5392854163200387,6.268181324005127,0.7674442529678345
mol_0453,CHEMBL2426395,25.0,7.6,2.206193828164274,5.656356334686279,0.3629266023635864
mol_0454,CHEMBL5201965,25.0,7.6,0.028847348153697473,7.539894104003906,0.8279907703399658
mol_0455,CHEMBL510578,25.0,7.6,0.3422753849494987,6.4656243324279785,0.6390987634658813
mol_0456,CHEMBL4439999,25.1,7.6,0.0010057290246129466,8.99751901626587,0.6700854301452637
mol_0457,CHEMBL3648078,25.0,7.6,0.0010834220457008432,8.965202331542969,0.9095990657806396
mol_0458,CHEMBL3644028,25.0,7.6,0.0036050000047095103,8.443094730377197,0.906996488571167
mol_0459,CHEMBL186163,26.0,7.58,0.007503092938022157,8.124759674072266,0.42827922105789185
mol_0461,CHEMBL5205172,27.0,7.57,0.011791898922697108,7.9284162521362305,0.82991623878479
mol_0462,CHEMBL5751847,27.0,7.57,0.00045400149744974166,9.342942714691162,0.8390789031982422
mol_0463,CHEMBL491447,27.0,7.57,0.036638216630208234,7.436065673828125,0.6259030103683472
mol_0464,CHEMBL3648105,27.0,7.57,0.0016832092724923954,8.7738618850708,0.9125974178314209
mol_0465,CHEMBL5953254,27.6,7.56,0.0006405153202610153,9.193470478057861,0.741091251373291
mol_0466,CHEMBL79356,28.0,7.55,0.06406538772691897,7.193376541137695,0.5385441780090332
mol_0467,CHEMBL3648087,28.0,7.55,0.002334388431925236,8.631826877593994,0.9159436225891113
mol_0469,CHEMBL5856237,28.3,7.55,0.0011139212680799776,8.953145503997803,0.7452274560928345
mol_0470,CHEMBL5894670,28.2,7.55,0.0007515031168068958,9.124069213867188,0.8329951167106628
mol_0471,CHEMBL495558,28.0,7.55,0.04768616644040486,7.32160758972168,0.8276015520095825
mol_0472,CHEMBL5994564,28.5,7.54,0.006692291890792729,8.17442512512207,0.6072965860366821
mol_0473,CHEMBL114917,28.97,7.54,0.37701514383067003,6.423641204833984,0.8617234230041504
mol_0474,CHEMBL2426394,29.0,7.54,1.3591343723208573,5.866737604141235,0.4407312870025635
mol_0475,CHEMBL4786429,29.0,7.54,0.002337183840559622,8.631307125091553,0.7910734415054321
mol_0476,CHEMBL185971,29.0,7.54,0.02018529562540102,7.69496488571167,0.4135363698005676
mol_0477,CHEMBL5988596,29.0,7.54,0.0010917306455848381,8.961884498596191,0.6356592178344727
mol_0478,CHEMBL5911327,28.5,7.54,0.0005812976601490721,9.235601425170898,0.7843707203865051
mol_0479,CHEMBL565137,29.0,7.54,0.07822410225204078,7.106659412384033,0.6955145001411438
mol_0480,CHEMBL6060984,28.7,7.54,0.0004990767336596329,9.301832675933838,0.7719765305519104
mol_0481,CHEMBL5814867,29.6,7.53,0.0009662453006082463,9.014912605285645,0.7987475395202637
mol_0482,CHEMBL84944,30.0,7.52,0.017425803709945977,7.758807182312012,0.8585172891616821
mol_0483,CHEMBL258040,30.0,7.52,0.045059233346995325,7.346216201782227,0.8212714195251465
mol_0484,CHEMBL574737,30.0,7.52,0.025824342105664182,7.587970733642578,0.46907368302345276
mol_0485,CHEMBL509730,30.0,7.52,0.06093606968574848,7.215125560760498,0.8942657709121704
mol_0486,CHEMBL576257,30.0,7.52,0.012832398518270024,7.891692161560059,0.7535148859024048
mol_0487,CHEMBL58483,30.0,7.52,0.012925556239616855,7.888550758361816,0.8033063411712646
mol_0488,CHEMBL1922219,30.0,7.52,0.012636932187192399,7.898358345031738,0.9356350898742676
mol_0489,CHEMBL254171,30.0,7.52,0.04472775169979446,7.349422931671143,0.7695221304893494
mol_0491,CHEMBL6144731,30.3,7.52,0.0007166539293130981,9.14469051361084,0.9131780862808228
mol_0492,CHEMBL2426397,30.0,7.52,1.804180337231961,5.743720054626465,0.41798484325408936
mol_0493,CHEMBL231950,30.0,7.52,0.012473060096696244,7.904026985168457,0.7183146476745605
mol_0494,CHEMBL5763679,31.1,7.51,0.0009354636090033342,9.02897310256958,0.7849205732345581
mol_0495,CHEMBL2143507,31.0,7.51,0.6890483282461418,6.161750316619873,0.6260963082313538
mol_0496,CHEMBL5178263,31.0,7.51,0.02375358059117781,7.624270915985107,0.6364549994468689
mol_0497,CHEMBL564884,31.0,7.51,0.06321142124560637,7.199204444885254,0.7067782878875732
mol_0498,CHEMBL6009610,31.1,7.51,0.0007095977502599318,9.148987770080566,0.7451387643814087
mol_0499,CHEMBL2158854,31.0,7.51,0.023356113321134197,7.631599426269531,0.7816020250320435
mol_0500,CHEMBL5209307,31.0,7.51,1.0417857114717581,5.982221603393555,0.5222798585891724
mol_0501,CHEMBL5950534,30.7,7.51,0.0013797337993668095,8.860204696655273,0.7358465194702148
mol_0502,CHEMBL2426396,32.0,7.5,2.1054327283199,5.676658630371094,0.2825148105621338
mol_0503,CHEMBL5834517,31.9,7.5,0.0025278924821483233,8.597241401672363,0.7255679368972778
mol_0504,CHEMBL1241566,32.0,7.5,0.6077130448808757,6.216301441192627,0.44834011793136597
mol_0505,CHEMBL5775776,32.0,7.5,0.000606058535631904,9.217485427856445,0.7040808200836182
mol_0506,CHEMBL5947385,32.3,7.49,0.0017608632584411137,8.754274368286133,0.7540296316146851
mol_0507,CHEMBL3648100,33.0,7.48,0.006332819624980748,8.198402881622314,0.8509933948516846
mol_0508,CHEMBL57256,33.0,7.48,0.01007426581127469,7.996786594390869,0.6726248264312744
mol_0509,CHEMBL1241662,33.0,7.48,0.13481533167726362,6.870260715484619,0.25299835205078125
mol_0510,CHEMBL5287016,33.0,7.48,1.8986837558449565,5.721547365188599,0.1815369725227356
mol_0511,CHEMBL3940661,33.0,7.48,0.0022741827012566804,8.643174648284912,0.8639928102493286
mol_0512,CHEMBL183941,33.0,7.48,0.017096841216774954,7.767084121704102,0.4483059048652649
mol_0513,CHEMBL457888,33.0,7.48,0.007168829409952573,8.144551753997803,0.9351187348365784
mol_0514,CHEMBL5280144,34.0,7.47,7.652105627386947,5.1162190437316895,0.1135864108800888
mol_0515,CHEMBL115319,34.0,7.47,1.3306598959290366,5.875932931900024,0.6312636137008667
mol_0516,CHEMBL4212532,33.7,7.47,0.0006895213319054727,9.161452293395996,0.8321385383605957
mol_0517,CHEMBL101801,34.0,7.47,0.0855468941055286,7.067795753479004,0.7576298117637634
mol_0518,CHEMBL5942702,33.9,7.47,0.000975116684109194,9.010943412780762,0.6633045673370361
mol_0520,CHEMBL4872952,34.48,7.46,0.006626399543139312,8.178722381591797,0.4700174331665039
mol_0521,CHEMBL5905735,35.0,7.46,0.0032373704201940734,8.489807605743408,0.6972535848617554
mol_0522,CHEMBL561440,35.0,7.46,0.2552619003768118,6.5930140018463135,0.8409701585769653
mol_0523,CHEMBL609040,35.0,7.46,12.077240409441604,4.918032288551331,0.4258576035499573
mol_0524,CHEMBL1080561,35.0,7.46,0.006778868471389097,8.168842792510986,0.5312497615814209
mol_0525,CHEMBL5921721,34.6,7.46,0.0016104609093914378,8.793049812316895,0.5852686762809753
mol_0526,CHEMBL5976517,35.5,7.45,0.0018465425910103375,8.733640670776367,0.7246502637863159
mol_0528,CHEMBL455450,36.0,7.44,0.0026866414396485047,8.57079029083252,0.9239724278450012
mol_0529,CHEMBL3644020,36.0,7.44,0.0025278147687798624,8.597254753112793,0.8642539381980896
mol_0530,CHEMBL550959,36.0,7.44,0.2195568606332554,6.658452987670898,0.7058967351913452
mol_0531,CHEMBL507722,36.0,7.44,0.003781734871240172,8.422308921813965,0.8931246399879456
mol_0532,CHEMBL255255,36.0,7.44,0.14250709553283705,6.846163511276245,0.8085227012634277
mol_0533,CHEMBL457887,36.0,7.44,0.0015028153833948489,8.823094367980957,0.9466068744659424
mol_0534,CHEMBL2426391,36.0,7.44,6.368338312470459,5.195973873138428,0.26062193512916565
mol_0535,CHEMBL191144,37.0,7.43,0.5010857717875314,6.300087928771973,0.6985998153686523
mol_0536,CHEMBL115220,37.0,7.43,0.20361454753009187,6.69119119644165,0.7537497282028198
mol_0537,CHEMBL5833493,37.2,7.43,0.003560596263713668,8.448477268218994,0.6868410706520081
mol_0538,CHEMBL2426387,37.0,7.43,4.46305966021943,5.350367307662964,0.28150221705436707
mol_0539,CHEMBL5811164,37.2,7.43,0.0010661626107393387,8.972176551818848,0.7591086626052856
mol_0540,CHEMBL5894084,37.2,7.43,0.0005726129127555025,9.242138862609863,0.7967177033424377
mol_0541,CHEMBL455468,37.0,7.43,0.004926951823931948,8.307421684265137,0.8924897313117981
mol_0542,CHEMBL5186025,38.0,7.42,2.325208983870396,5.633538007736206,0.42114734649658203
mol_0543,CHEMBL507167,38.0,7.42,0.03140934417172285,7.502941131591797,0.7883636951446533
mol_0544,CHEMBL72510,38.0,7.42,0.004116265543184088,8.385496616363525,0.9321912527084351
mol_0545,CHEMBL5953872,38.2,7.42,0.0013160495228492495,8.880727767944336,0.7570509910583496
mol_0546,CHEMBL5935222,38.2,7.42,0.0011187160863247927,8.951280117034912,0.6931778192520142
mol_0547,CHEMBL3655768,40.0,7.4,0.013121279561713304,7.882023811340332,0.938737154006958
mol_0548,CHEMBL3655772,40.0,7.4,0.01717846672080796,7.765015602111816,0.9494736790657043
mol_0549,CHEMBL258039,40.0,7.4,0.03834929641918649,7.416242599487305,0.8116898536682129
mol_0550,CHEMBL5414905,40.0,7.4,0.0026415207050214146,8.578145980834961,0.9636874198913574
mol_0551,CHEMBL3655770,40.0,7.4,0.013702214201944861,7.863209247589111,0.9480322003364563
mol_0552,CHEMBL495751,40.0,7.4,0.006346762151761671,8.197447776794434,0.78061842918396
mol_0553,CHEMBL524059,40.0,7.4,0.006911805415012514,8.16040849685669,0.8586646914482117
mol_0554,CHEMBL359963,40.0,7.4,0.007093282298749915,8.149152755737305,0.7777469158172607
mol_0555,CHEMBL5818702,40.2,7.4,0.0008798833629846522,9.055574893951416,0.6991836428642273
mol_0556,CHEMBL5979966,39.6,7.4,0.0008631763431987845,9.063900470733643,0.7600425481796265
mol_0557,CHEMBL300767,40.0,7.4,0.1561322617465188,6.806507349014282,0.6465073227882385
mol_0558,CHEMBL482193,40.0,7.4,0.11421328109872309,6.942283391952515,0.7999402284622192
mol_0559,CHEMBL2426384,41.0,7.39,3.1569248249054342,5.500735759735107,0.342413067817688
mol_0560,CHEMBL1081451,41.0,7.39,0.007615369477604128,8.118309020996094,0.6862415075302124
mol_0561,CHEMBL3648101,41.0,7.39,0.0025497408853652737,8.593503952026367,0.9001968502998352
mol_0562,CHEMBL5976927,40.6,7.39,0.0006346420705469864,9.197471141815186,0.7841143012046814
mol_0563,CHEMBL488256,42.0,7.38,0.016642610416585223,7.778778553009033,0.8885228633880615
mol_0564,CHEMBL1800455,42.0,7.38,14.781223973475472,4.830289602279663,0.10131093114614487
mol_0565,CHEMBL6163082,41.7,7.38,1.2760399941350464,5.8941357135772705,0.29603511095046997
mol_0566,CHEMBL2426386,42.0,7.38,2.9243022138174104,5.533977746963501,0.3382238745689392
mol_0567,CHEMBL5532236,41.18,7.38,0.023622316654272967,7.626677513122559,0.8730327486991882
mol_0568,CHEMBL3642651,42.0,7.38,0.013944302062450125,7.855603218078613,0.841223955154419
mol_0569,CHEMBL1800450,42.0,7.38,35.32367666515113,4.451934099197388,0.22574838995933533
mol_0570,CHEMBL3648088,42.0,7.38,0.004942838289735936,8.306023597717285,0.8690018653869629
mol_0571,CHEMBL3644025,43.0,7.37,0.0031137056142899653,8.506722450256348,0.9214544892311096
mol_0575,CHEMBL2426390,43.0,7.37,2.869640995763965,5.542172431945801,0.321127712726593
mol_0576,CHEMBL5816005,42.8,7.37,0.003449301606273755,8.462268829345703,0.7149524688720703
mol_0577,CHEMBL190281,43.0,7.37,0.002275621403600864,8.642899990081787,0.7496334314346313
mol_0578,CHEMBL4846069,44.0,7.36,0.10372266590395296,6.984126329421997,0.877356767654419
mol_0579,CHEMBL5194832,44.0,7.36,0.0020813931924361477,8.68164587020874,0.9047483205795288
mol_0580,CHEMBL2426393,44.0,7.36,2.3357216040650934,5.6315789222717285,0.348588764667511
mol_0582,CHEMBL559844,45.0,7.35,0.15611786256887075,6.806547403335571,0.6443812251091003
mol_0583,CHEMBL5982253,44.9,7.35,0.000750561421460561,9.124613761901855,0.7413228750228882
mol_0584,CHEMBL564829,45.0,7.35,0.22253436619300815,6.652602910995483,0.6477296948432922
mol_0585,CHEMBL6058303,44.9,7.35,0.0005954229539412582,9.22517442703247,0.7633804678916931
mol_0586,CHEMBL5941236,44.9,7.35,0.0008488512202456172,9.071168422698975,0.700943112373352
mol_0587,CHEMBL151546,46.0,7.34,0.11446153177371846,6.941340446472168,0.46866732835769653
mol_0588,CHEMBL2158848,46.0,7.34,0.027604413676518134,7.559021472930908,0.8461768627166748
mol_0589,CHEMBL5287042,46.0,7.34,1.5480585695785674,5.8102126121521,0.18366509675979614
mol_0590,CHEMBL188392,46.0,7.34,0.0017399917141537689,8.759452819824219,0.37458327412605286
mol_0591,CHEMBL475948,46.0,7.34,0.0443833069505891,7.352780342102051,0.8546674847602844
mol_0592,CHEMBL271843,46.0,7.34,0.04056548577536849,7.391843318939209,0.816973090171814
mol_0593,CHEMBL560102,47.0,7.33,0.09852571275930778,7.006450414657593,0.6678802371025085
mol_0594,CHEMBL445813,47.0,7.33,0.020451726696636453,7.68927001953125,0.805156946182251
mol_0596,CHEMBL2426383,47.0,7.33,2.1747985413730104,5.662580966949463,0.397310733795166
mol_0597,CHEMBL6147308,46.88,7.33,0.2703969752576503,6.567998170852661,0.09706322848796844
mol_0598,CHEMBL5834090,48.4,7.32,0.0006060345807370118,9.21750259399414,0.7601831555366516
mol_0599,CHEMBL3648090,48.0,7.32,0.005295226999950055,8.276115417480469,0.8087762594223022
mol_0600,CHEMBL114851,47.97,7.32,0.7752362983681061,6.110565900802612,0.8153479099273682
mol_0601,CHEMBL5273925,48.0,7.32,0.056959180985061066,7.244436264038086,0.7489675283432007
mol_0602,CHEMBL4448494,47.7,7.32,0.0009088102269590041,9.041526794433594,0.7183214426040649
mol_0603,CHEMBL81196,48.0,7.32,0.015957655100491,7.797030925750732,0.7108486890792847
mol_0604,CHEMBL3644030,49.0,7.31,0.004580264721090613,8.339109420776367,0.9095504879951477
mol_0605,CHEMBL58466,49.0,7.31,0.0015510342071793522,8.809378623962402,0.8199554681777954
mol_0606,CHEMBL2426392,49.0,7.31,2.32591243683003,5.633406639099121,0.3239477872848511
